isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
9.78039E+12,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mount Everest Disaster,en-US,4.11,0,1313
9.78034E+12,Stephen King,1999,Hearts in Atlantis,eng,3.8,0,1281
9.78031E+12,Emma McLaughlin   Nicola Kraus,2002,The Nanny Diaries (Nanny   #1),eng,3.4,0,1442
9.7816E+12,Bryan Konietzko   Michael Dante DiMartino   Aaron Ehasz   Alison Wilgus   Amy Kim Ganter   Brian Ralph   Corey Lewis   Dave Roman   Elsa Garagarza   Ethan Spaulding   Frank Pittarese   Gurihiru   J. Torres   Joaquim Dos Santos   Johane Matte   John O'Bryan   Joshua Hamilton   Justin Ridge   Kaite Mattila   May Chan   Rawles Marie Lumumba   Reagan Lodge   Tim Hedrick   Tom McWeeney,2011,Avatar: The Last Airbender: The Lost Adventures,en-US,4.41,1,771
9.78062E+12,J.R.R. Tolkien,1954,The Two Towers (The Lord of the Rings   #2),en-US,4.42,0,1212
9.78052E+12,Laurell K. Hamilton,2004,Incubus Dreams (Anita Blake   Vampire Hunter   #12),eng,3.78,1,981
9.78074E+12,Lois McMaster Bujold,1986,Shards of Honour  (Vorkosigan Saga   #1),eng,4.13,1,701
9.7841E+12,Haruki Murakami   村上 春樹,2009,1Q84 BOOK 1 (1Q84   #1),jpn,3.96,1,1443
9.78045E+12,Erich Maria Remarque,1936,Three Comrades,eng,4.48,0,790
9.78044E+12,Robert C. O'Brien,1974,Z for Zachariah,eng,3.64,1,1498
9.78979E+12,Andrea Hirata,2005,Laskar Pelangi (Tetralogi Laskar Pelangi   #1),ind,4.15,0,1117
9.78052E+12,Jean M. Auel,2011,The Land of Painted Caves (Earth's Children   #6),eng,3.24,0,1285
9.78074E+12,David McCullough,2001,John Adams,eng,4.05,0,745
9.78052E+12,Nora Roberts,1998,Rising Tides (Chesapeake Bay Saga   #2),en-US,4.16,1,1019
9.78142E+12,Kazune Kawahara,2004,High School Debut   Vol. 01 (High School Debut   #1),en-GB,4.11,1,929
9.78076E+12,Brigid Kemmerer,2012,Spark (Elemental   #2),en-US,4.16,1,672
9.78006E+12,Bill Bryson,2007,Shakespeare: The World as Stage,en-US,3.79,0,1407
9.78032E+12,James Patterson   Maxine Paetro,2011,10th Anniversary (Women's Murder Club   #10),eng,4.05,0,593
9.78044E+12,Philip Pullman,2000,The Amber Spyglass (His Dark Materials   #3),eng,4.06,0,728
9.78031E+12,Jo Nesbø   Don Bartlett,2008,Headhunters,eng,3.78,1,1332
9.78043E+12,J.D. Robb,2004,Visions in Death (In Death   #19),eng,4.33,0,569
9.78014E+12,Jasper Fforde,2002,Lost in a Good Book (Thursday Next   #2),eng,4.14,0,1222
9.78031E+12,Lisa Kleypas,2010,Married By Morning (The Hathaways   #4),eng,4.14,0,1100
9.78044E+12,Garth Nix,2007,Lady Friday (The Keys to the Kingdom   #5),en-US,3.91,1,687
9.78159E+12,Sarah Vowell,2008,The Wordy Shipmates,en-US,3.66,0,1251
9.78006E+12,Kasie West,2014,On the Fence,eng,4.04,1,1119
9.78035E+12,Stephen R. Donaldson,1977,Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever   #1),en-US,3.71,0,1496
9.78086E+12,Philippa Gregory,2014,The King's Curse (The Plantagenet and Tudor Novels   #7),eng,3.98,0,778
9.78014E+12,Jorge Luis Borges   Andrew Hurley,1998,Collected Fictions,eng,4.58,0,837
9.7816E+12,Eric Wilson,2008,Fireproof,en-US,4.47,0,1314
9.78069E+12,Hans Christian Andersen   Jerry Pinkney,1843,The Ugly Duckling,eng,4.1,0,744
9.78059E+12,Jerry Spinelli,1990,Maniac Magee,eng,3.86,0,574
9.78044E+12,Suzanne Collins,2009,Catching Fire (The Hunger Games   #2),eng,4.3,0,1396
9.78019E+12,John Galsworthy,1921,The Forsyte Saga (The Forsyte Chronicles   #1-3),eng,4.15,1,742
9.78076E+12,Richelle Mead,2008,Succubus Dreams (Georgina Kincaid   #3),en-US,4.14,1,687
9.78995E+12,ياسر حارب,2011,بيكاسو وستاربكس,ara,3.55,1,1169
9.78087E+12,Malvina G. Vogel   Arthur Conan Doyle,1977,Sherlock Holmes and the Case of the Hound of the Baskervilles (Illustrated Classic Editions),eng,4.49,1,506
9.78159E+12,P.G. Wodehouse,1925,Carry on   Jeeves (Jeeves   #3),eng,4.28,1,1167
9.78074E+12,Judith McNaught,1993,Perfect (Second Opportunities   #2),eng,4.3,0,1123
9.78142E+12,Jeff Kinney,2014,The Long Haul (Diary of a Wimpy Kid   #9),eng,4.33,0,826
9.78044E+12,Sarah L. Delany   A. Elizabeth Delany   Amy Hill Hearth,1993,Having Our Say: The Delany Sisters' First 100 Years,en-US,4.14,1,732
9.78031E+12,Jeff Lindsay,2004,Darkly Dreaming Dexter (Dexter   #1),eng,3.89,1,583
9.78159E+12,Jan Karon,1994,At Home in Mitford (Mitford Years   #1),eng,4.11,0,1413
9.78045E+12,Ken Follett,2002,Hornet Flight,en-US,3.83,0,800
9.78161E+12,Jeff Wheeler,2011,The Wretched of Muirwood (Legends of Muirwood   #1),eng,3.97,1,703
9.78035E+12,George R.R. Martin,2011,A Song of Ice and Fire (A Song of Ice and Fire   #1-4),en-US,4.63,1,1361
9.78039E+12,Mary Roach,2010,Packing for Mars: The Curious Science of Life in the Void,en-US,3.93,0,1488
9.7814E+12,J. Michael Straczynski   Shane Davis   Sandra Hope   Barbara Ciardo   Rob Leigh,2010,Superman: Earth One   Volume 1,eng,3.9,1,1391
9.78087E+12,Plato   James J. Helm,-390,Apology,eng,4.15,0,829
9.78006E+12,Bernard Cornwell,2005,The Pale Horseman (The Saxon Stories   #2),en-US,4.27,0,1158
9.78039E+12,Karen Marie Moning,2007,Bloodfever (Fever   #2),eng,4.3,0,1003
9.7801E+12,Anne Rice,2003,Blood Canticle (The Vampire Chronicles   #10),en-GB,3.71,1,598
9.78006E+12,J. Lynn   Jennifer L. Armentrout,2014,Stay with Me (Wait for You   #3),eng,4.17,0,1020
9.78086E+12,Jonathan Stroud,2013,The Screaming Staircase (Lockwood & Co.   #1),eng,4.19,1,564
9.78015E+12,Edward Eager   N.M. Bodecker,1954,Half Magic (Tales of Magic   #1),en-US,3.94,0,1096
9.78001E+12,C.S. Lewis,1938,Out of the Silent Planet (Space Trilogy   #1),eng,3.92,1,672
9.78142E+12,Elizabeth Scott,2008,Perfect You,en-US,3.7,0,786
9.78006E+12,Jude Deveraux,1980,The Black Lyon (Montgomery/Taggert   #1),eng,3.99,1,557
9.78178E+12,James Patterson   Maxine Paetro,2016,15th Affair (Women's Murder Club #15),eng,4.04,0,1092
9.78032E+12,Laini Taylor,2011,Daughter of Smoke & Bone (Daughter of Smoke & Bone   #1),eng,4.04,0,1298
9.78014E+12,Ezra Jack Keats,1962,The Snowy Day,eng,4.13,0,693
9.78006E+12,Sarah Crossan,2012,Breathe (Breathe   #1),en-US,3.69,0,704
9.78074E+12,Philippa Gregory,1987,Wideacre  (The Wideacre Trilogy   #1),eng,3.28,0,1329
9.78972E+12,Bob Ong,2001,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),fil,4.2,1,525
9.78142E+12,Brad Thor,2008,The Last Patriot (Scot Harvath   #7),eng,4.16,1,1202
9.78142E+12,Jeffery Deaver,2008,The Broken Window (Lincoln Rhyme   #8),eng,4.07,0,875
9.78035E+12,Bryan Lee O'Malley   Nathan Fairbairn,2014,Seconds,eng,4.07,1,510
9.78006E+12,Gabriel García Márquez   Gregory Rabassa,1975,The Autumn of the Patriarch,eng,3.84,0,1166
9.78142E+12,Stephen King,2008,Duma Key,en-US,3.93,0,680
9.78014E+12,Carlo Collodi   John Boyne   Monteiro Lobato   Unknown,1883,Pinocchio,eng,3.86,0,1193
9.78014E+12,Nick Hornby,1998,About a Boy,en-US,3.79,1,1136
9.78006E+12,Howard Zinn,1980,A People's History of the United States,eng,4.07,0,980
9.78006E+12,Philipp Meyer,2012,The Son,eng,3.98,0,736
9.78038E+12,Wilkie Collins   Carolyn G. Heilbrun,1868,The Moonstone,eng,3.9,0,874
9.78016E+12,José Saramago   Margaret Jull Costa,1997,All the Names,en-US,3.88,0,1190
9.7816E+12,Vera Brosgol,2011,Anya's Ghost,eng,3.88,0,655
9.78037E+12,Paul Beatty,2015,The Sellout,eng,3.8,1,543
9.78148E+12,Matt Haig,2013,The Humans,eng,4.07,0,1448
9.78044E+12,Sophie Kinsella,2001,Shopaholic Takes Manhattan (Shopaholic   #2),en-US,3.75,0,1413
9.78067E+12,Ruth Ozeki,2013,A Tale for the Time Being,eng,3.98,1,1235
9.78072E+12,Walt Disney Company,1976,Winnie the Pooh and Tigger Too (Disney's Wonderful World of Reading),eng,4.39,1,1205
9.78043E+12,Laurell K. Hamilton,1993,Guilty Pleasures (Anita Blake   Vampire Hunter   #1),eng,4.02,1,1232
9.78192E+12,Gregory David Roberts,2003,Shantaram,eng,4.26,0,1104
9.78076E+12,Donna Russo Morin,2012,The King's Agent,en-US,3.81,1,590
9.78157E+12,Neale Donald Walsch,1996,Conversations With God: An Uncommon Dialogue   Book 2,eng,4.1,0,656
9.78032E+12,David  Perlmutter   Kristin Loberg,2013,Grain Brain: The Surprising Truth about Wheat   Carbs    and Sugar--Your Brain's Silent Killers,eng,3.88,1,825
9.78031E+12,Richard Matheson,1954,I Am Legend and Other Stories,eng,3.99,1,863
9.78067E+12,Mary Higgins Clark,1989,While My Pretty One Sleeps,eng,3.88,0,1397
9.78052E+12,Laurell K. Hamilton,2000,Obsidian Butterfly (Anita Blake   Vampire Hunter   #9),eng,4.08,1,1362
9.78006E+12,Betty MacDonald   Alexandra Boiger,1955,Hello   Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle   #4),eng,4.24,0,1238
9.7808E+12,Caralyn Buehner   Mark Buehner,2002,Snowmen at Night,en-US,4.23,0,1101
9.7811E+12,Hope Jahren,2016,Lab Girl,eng,4.04,0,1002
9.78039E+12,Candice Millard,2011,Destiny of the Republic: A Tale of Madness   Medicine and the Murder of a President,en-US,4.19,0,863
9.78938E+12,Ashwin Sanghi,2012,The Krishna Key,en-US,3.48,1,1058
9.78055E+12,Peter Lerangis,2012,The Dead of Night (The 39 Clues: Cahills vs. Vespers   #3),eng,4.16,0,1463
9.78055E+12,Scott  Hawkins,2015,The Library at Mount Char,eng,4.07,1,780
9.78194E+12,Courtney Milan,2012,The Duchess War (Brothers Sinister   #1),eng,3.82,0,647
9.78082E+12,Jacquelyn Frank,2006,Jacob (Nightwalkers   #1),eng,4.02,1,1231
9.78077E+12,Bill Bryson,2003,A Short History of Nearly Everything,en-US,4.19,1,735
9.78159E+12,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,eng,3.89,1,1361
9.78069E+12,Sharon M. Draper,1994,Tears of a Tiger (Hazelwood High   #1),eng,4.16,0,1473
9.78055E+12,Richelle Mead,2009,Succubus Heat (Georgina Kincaid   #4),en-GB,4.19,1,853
9.78039E+12,Chuck Palahniuk,2008,Snuff,en-US,3.18,0,1070
9.78035E+12,Pierce Brown,2015,Golden Son (Red Rising   #2),eng,4.46,1,1460
9.78087E+12,Hergé   Leslie Lonsdale-Cooper   Michael Turner,1930,Tintin in the Land of the Soviets (Tintin #1),eng,3.67,1,862
9.78039E+12,Patrick O'Brian,1977,The Mauritius Command,eng,4.35,0,582
9.7804E+12,Allen Say,1993,Grandfather's Journey,en-US,4.12,0,1455
9.78074E+12,Kathy Reichs,2003,Bare Bones (Temperance Brennan   #6),en-US,3.95,0,637
9.78142E+12,Brad Thor,2002,The Lions of Lucerne (Scot Harvath   #1),eng,4.04,1,1421
9.78097E+12,Faye Perozich   Travis Moore   Michael Halbleib   Daerick Gröss   Anne Rice,2000,Anne Rice's The Tale of the Body Thief (A Graphic Novel),eng,4.07,1,1276
9.7808E+12,John Kennedy Toole   Walker Percy,1980,A Confederacy of Dunces,eng,3.89,0,622
9.7804E+12,J.D. Robb,2010,Fantasy in Death (In Death   #30),eng,4.25,1,1138
9.78142E+12,Jennifer L. Armentrout,2014,Don't Look Back,eng,4.11,1,665
9.78067E+12,William Shakespeare,1589,Titus Andronicus,en-US,3.71,1,1478
9.78039E+12,Christian Rudder,2014,Dataclysm: Who We Are (When We Think No One's Looking),eng,3.72,1,613
9.78039E+12,Ann Hood,2013,The Obituary Writer,eng,3.7,1,851
9.78158E+12,Robert Kirkman   Charlie Adlard   Cliff Rathburn,2006,The Walking Dead   Vol. 05: The Best Defense,en-GB,4.3,0,776
9.78074E+12,Mary Higgins Clark,1982,A Cry In The Night,eng,3.84,0,877
9.78014E+12,George Orwell,1936,Keep the Aspidistra Flying,eng,3.87,0,753
9.78159E+12,Aziz Ansari   Eric Klinenberg,2015,Modern Romance,eng,3.85,0,706
9.78039E+12,Robert A. Caro,2002,Master of the Senate (The Years of Lyndon Johnson   #3),eng,4.41,0,1057
9.78145E+12,Sam Harris,2012,Free Will,eng,3.83,1,1225
9.78044E+12,Belva Plain,1978,Evergreen,eng,3.98,1,1430
9.78006E+12,Jeaniene Frost,2010,First Drop of Crimson (Night Huntress World   #1),eng,4.15,1,715
9.78142E+12,Vince Flynn,2009,Pursuit of Honor (Mitch Rapp   #12),en-US,4.35,1,1479
9.78038E+12,Michel Houellebecq   Frank Wynne,1998,The Elementary Particles,eng,3.78,0,1120
9.78067E+12,Amy Efaw,2009,After,eng,3.73,1,1084
9.78074E+12,Catherine Ryan Hyde,1999,Pay It Forward,eng,4.15,1,1274
9.78159E+12,Bisco Hatori,2003,Ouran High School Host Club   Vol. 1 (Ouran High School Host Club   #1),eng,4.36,1,749
9.78014E+12,Jane Austen   Tony Tanner   Ros Ballaster,1811,Sense and Sensibility,eng,4.06,0,1131
9.78049E+12,Edwin A. Abbott   Banesh Hoffmann,1884,Flatland: A Romance of Many Dimensions,en-US,3.81,1,612
9.78038E+12,Andre Dubus III,1999,House of Sand and Fog,eng,3.83,0,1077
9.78099E+12,Solomon Northup,1853,Twelve Years a Slave,eng,4.15,1,772
9.78186E+12,Max Lucado,1997,You Are Special (Wemmicksville   #1),eng,4.45,0,1054
9.78148E+12,Alexandra Bracken,2016,Passenger (Passenger   #1),eng,3.84,0,739
9.78142E+12,Margaret Peterson Haddix,1999,Just Ella (The Palace Chronicles   #1),eng,3.75,1,1231
9.78148E+12,Rick Riordan,2016,The Hidden Oracle (The Trials of Apollo   #1),eng,4.33,0,716
9.78045E+12,Martin Luther King Jr.   Clayborne Carson,1986,The Autobiography of Martin Luther King   Jr.,eng,4.31,0,941
9.78081E+12,H. Rider Haggard,1885,King Solomon's Mines (Allan Quatermain   #1),eng,3.8,1,822
9.78074E+12,Oscar Wilde   Inga Moore,1887,The Canterville Ghost,eng,3.89,0,745
9.78125E+12,Louise Penny,2014,The Long Way Home (Chief Inspector Armand Gamache   #10),eng,4.06,1,1081
9.78031E+12,Augusten Burroughs,2006,Possible Side Effects,en-US,3.97,1,741
9.78001E+12,Laurie R. King,1995,A Monstrous Regiment of Women (Mary Russell   #2),eng,4.04,0,536
9.78006E+12,Jack Gantos,1998,Joey Pigza Swallowed the Key (Joey Pigza   #1),eng,3.74,0,822
9.78006E+12,Karin Slaughter,2002,Kisscut (Grant County   #2),eng,4.12,1,644
9.78031E+12,Mercer Mayer,1983,Just Go to Bed,en-US,4.22,1,974
9.78142E+12,Ally Carter,2013,United We Spy (Gallagher Girls   #6),eng,4.44,1,1302
9.78044E+12,Karen Marie Moning,2004,The Immortal Highlander (Highlander   #6),eng,4.34,0,1001
9.78125E+12,Ann Leary,2013,The Good House,en-GB,3.66,1,917
9.78039E+12,Terry Pratchett,2011,Snuff (Discworld   #39; City Watch #8),en-GB,4.15,0,562
9.78043E+12,Lev Grossman,2011,The Magician King (The Magicians   #2),en-US,3.9,1,537
9.78052E+12,Lee Child,1998,Die Trying (Jack Reacher   #2),en-US,4,1,1452
9.78032E+12,James Patterson   Maxine Paetro,2008,7th Heaven (Women's Murder Club   #7),eng,4.06,1,725
9.78014E+12,Friedrich Nietzsche   R.J. Hollingdale   Michael Tanner,1886,Beyond Good and Evil,eng,4.01,0,866
9.78055E+12,Maggie Stiefvater,2013,The Dream Thieves (The Raven Cycle   #2),eng,4.27,0,889
9.78142E+12,Greg Behrendt   Liz Tuccillo,2004,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,eng,3.65,0,1053
9.78023E+12,Norman Maclean,1976,A River Runs Through It and Other Stories,eng,4.17,0,1064
9.78148E+12,Brad Thor,2013,Hidden Order (Scot Harvath   #12),eng,4.1,1,1398
9.78074E+12,Nora Roberts,2005,Black Rose (In the Garden   #2),eng,4.03,1,638
9.78037E+12,Maria V. Snyder,2010,Inside Out (Insider   #1),eng,3.82,1,610
9.78141E+12,Anthony Horowitz,2007,Snakehead (Alex Rider   #7),eng,4.15,0,1444
9.78019E+12,Elizabeth Gaskell   Shirley Foster,1848,Mary Barton,eng,3.7,0,742
9.78142E+12,Carl Bernstein   Bob Woodward,1974,All the President's Men,eng,4.17,1,1462
9.78045E+12,Guy Gavriel Kay,1984,The Summer Tree (The Fionavar Tapestry #1),en-US,3.99,0,1357
9.78049E+12,D.H. Lawrence,1920,Women in Love (Brangwen Family   #2),eng,3.66,1,812
9.78141E+12,Patrick Ness,2010,Monsters of Men (Chaos Walking   #3),eng,4.25,1,941
9.78068E+12,C.G. Jung   Aniela Jaffé   Richard Winston   Clara Winston,1961,Memories   Dreams   Reflections,eng,4.19,1,1188
9.78143E+12,Alyson Noel,2011,Everlasting (The Immortals   #6),eng,3.92,0,1265
9.78156E+12,Daniel Clowes,1998,Ghost World,eng,3.87,1,1317
9.78014E+12,R.D. Blackmore   Michelle Allen,1869,Lorna Doone,eng,3.71,1,733
9.7801E+12,Thomas Harris,1999,Hannibal (Hannibal Lecter   #3),eng,3.72,0,646
9.78006E+12,Robin Hobb,2007,Renegade's Magic (Soldier Son   #3),eng,3.46,1,954
9.78055E+12,Patrick Carman,2009,The Black Circle (The 39 Clues   #5),en-US,4,0,983
9.78006E+12,Guillermo del Toro   Chuck Hogan,2009,The Fall (The Strain Trilogy   #2),eng,3.8,1,660
9.78044E+12,Kazu Kibuishi,2009,The Stonekeeper's Curse (Amulet   #2),eng,4.33,0,627
9.78186E+12,Terry Brooks,1986,Magic Kingdom For Sale/Sold (Magic Kingdom of Landover   #1),eng,3.86,1,1228
9.78031E+12,Madeleine L'Engle,1986,Many Waters (A Wrinkle in Time Quintet   #4),en-US,4.01,1,882
9.78045E+12,Rachel Caine,2007,The Dead Girls' Dance (The Morganville Vampires   #2),eng,4.06,0,1048
9.78074E+12,Jodi Picoult,2004,My Sister's Keeper,eng,4.06,1,552
9.78039E+12,Simon Singh,1999,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,eng,4.28,0,983
9.78016E+12,Emma Donoghue,2000,Slammerkin,eng,3.69,1,939
9.78038E+12,H.G. Wells   Arthur C. Clarke,1897,The War of the Worlds,eng,3.8,1,1178
9.78045E+12,Michael Moore,2003,Dude   Where's My Country?,en-US,3.4,1,1388
9.78019E+12,Pierre-Ambroise Choderlos de Laclos   Douglas Parmée,1782,Les Liaisons dangereuses,eng,4.07,0,1116
9.78079E+12,R.A. Salvatore,1999,The Spine of the World (Forgotten Realms: Paths of Darkness   #2; Legend of Drizzt   #12),en-US,3.89,0,1309
9.78014E+12,Jack Kerouac,1955,On the Road,eng,3.64,0,760
9.7816E+12,Philip C. Stead   Erin E. Stead,2010,A Sick Day for Amos McGee,en-US,4.25,0,1047
9.78055E+12,Elaine N. Aron,1996,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,eng,3.87,1,548
9.78174E+12,C.S. Pacat,2016,Kings Rising (Captive Prince   #3),eng,4.5,1,1326
9.78006E+12,Mac Barnett   Jon Klassen,2012,Extra Yarn (E. B. White Read-Aloud Award. Picture Books),eng,4.07,0,1277
9.78006E+12,Kim Harrison,2009,White Witch   Black Curse (The Hollows   #7),en-US,4.35,0,544
9.78006E+12,Ron Rash,2008,Serena,eng,3.52,0,1137
9.78032E+12,Dan Simmons,2007,The Terror,eng,4,1,1179
9.78037E+12,Jennifer L. Armentrout,2016,The Problem with Forever,eng,4,1,1237
9.78035E+12,David Eddings,1984,Castle of Wizardry (The Belgariad   #4),eng,4.16,1,1256
9.78019E+12,Jane Austen   James Kinsley   Deidre Shauna Lynch,1817,Persuasion,eng,4.13,0,609
9.78035E+12,Kathy Griffin,2009,Official Book Club Selection: A Memoir According to Kathy Griffin,en-US,3.8,0,1058
9.78079E+12,R.A. Salvatore,2003,The Lone Drow (Forgotten Realms: Hunter's Blades   #2; Legend of Drizzt   #15),en-US,4.15,0,995
9.78006E+12,Victoria Kann   Elizabeth Kann,2006,Pinkalicious,en-US,4.05,1,1449
9.78035E+12,Amy Tan,2001,The Bonesetter's Daughter,en-US,3.98,1,763
9.78079E+12,R.A. Salvatore,1990,The Halfling's Gem (Forgotten Realms: Icewind Dale   #3; Legend of Drizzt   #6),en-US,4.15,0,1448
9.78006E+12,Gayle Tzemach Lemmon,2011,The Dressmaker of Khair Khana: Five Sisters   One Remarkable Family   and the Woman Who Risked Everything to Keep Them Safe,eng,3.69,1,715
9.78074E+12,Martin Waddell   Patrick Benson,1975,Owl Babies,en-GB,4.19,1,797
9.78159E+12,Anne Lamott,2007,Grace (Eventually): Thoughts on Faith,en-US,3.98,1,1490
9.78979E+12,Yana Toboso,2007,Black Butler   Vol. 3 (Black Butler   #3),ind,4.53,1,610
9.78031E+12,Jeffrey Archer,1979,Kane and Abel (Kane and Abel   #1),en-US,4.27,1,999
9.78058E+12,Ben Aaronovitch,2014,Foxglove Summer (Peter Grant   #5),eng,4.18,0,781
9.78043E+12,Patricia Briggs,2015,Dead Heat (Alpha & Omega #4),eng,4.27,1,1287
1.23E+12,Katie Klein,2011,Cross My Heart (Cross My Heart   #1),eng,3.92,1,1370
9.78014E+12,Gloria Naylor,1982,The Women of Brewster Place,en-US,4.13,0,982
9.78006E+12,Veronica Roth,2013,The World of Divergent: The Path to Allegiant (Divergent   #2.5),eng,3.98,0,703
9.7814E+12,George Carlin,2004,When Will Jesus Bring the Pork Chops?,en-US,3.84,0,839
9.78155E+12,Garth Stein,2006,The Art of Racing in the Rain,eng,4.19,0,1161
9.78014E+12,Andrew Clements,2002,Things Not Seen (Things   #1),en-GB,3.88,1,779
9.78043E+12,Maya Banks,2013,Burn (Breathless   #3),eng,4.01,0,1208
9.7808E+12,E.E. Cummings,1954,100 Selected Poems,en-US,4.32,0,676
9.78035E+12,Naomi Novik,2006,His Majesty's Dragon (Temeraire   #1),eng,4.05,0,1070
9.78208E+12,Michel Houellebecq,2010,La Carte et le territoire,fre,3.93,1,1141
9.78033E+12,C.J. Sansom,2006,Winter in Madrid,eng,3.79,1,926
9.78084E+12,Stephen King,2005,The Colorado Kid (Hard Case Crime #13),eng,3.28,1,1158
9.78032E+12,Chris Colfer   Brandon Dorman,2013,The Enchantress Returns (The Land of Stories   #2),eng,4.49,1,1434
9.78081E+12,Paul Auster,2009,Invisible,eng,3.71,0,1247
9.78031E+12,Matthew Reilly,1998,Ice Station (Shane Schofield   #1),eng,4.1,1,637
9.78055E+12,Lara Adrian,2007,Midnight Awakening (Midnight Breed   #3),eng,4.25,0,1134
9.78055E+12,David Baldacci,2013,Day of Doom (The 39 Clues: Cahills vs. Vespers   #6),eng,4.13,1,1046
9.78006E+12,Lemony Snicket   Brett Helquist,2000,The Austere Academy (A Series of Unfortunate Events   #5),eng,3.97,0,1408
9.78006E+12,Sophie Jordan,2010,Firelight (Firelight   #1),en-US,3.88,1,688
9.78031E+12,Lisa Kleypas,2007,Mine Till Midnight (The Hathaways   #1),eng,4.08,1,1393
9.78045E+12,Rudyard Kipling   Alev Lytle Croutier,1895,The Jungle Books,eng,4,1,614
9.78159E+12,Thomas Pynchon,2009,Inherent Vice,eng,3.71,1,1137
9.78006E+12,Sara Shepard,2011,Twisted (Pretty Little Liars   #9),en-US,4.05,1,897
9.78038E+12,Markus Zusak,2005,The Book Thief,eng,4.36,1,650
9.78038E+12,Roger Zelazny,1976,The Hand of Oberon (The Chronicles of Amber #4),eng,4.19,1,723
9.78038E+12,Peter Carey,2000,True History of the Kelly Gang,en-US,3.8,0,536
9.78032E+12,Megan Abbott,2016,You Will Know Me,eng,3.45,1,1477
9.7815E+12,Phil Knight,2016,Shoe Dog: A Memoir by the Creator of NIKE,eng,4.46,1,1058
